Superficie (m2),Nombre Pieces,Nombre Chambres,Prix (Euros),Code Postal,Classe Energetique,Nombre Photos,Etage,Type de Bien,Type Vendeur,Terrasse,Parking,Cave,Ascenseur,Gardien,Renove,Box
64,3,2,830000,75017,5,1,3,1,1,-1,-1,-1,-1,-1,-1,-1
122,5,5,1470000,75015,0,10,3,1,1,1,1,1,1,-1,-1,1
5,1,0,65000,75116,5,6,6,1,1,-1,-1,-1,1,1,1,-1
7,1,0,80000,75015,0,4,7,1,1,-1,-1,-1,-1,1,-1,-1
8,1,0,87000,75006,0,4,6,1,1,-1,-1,-1,1,1,-1,-1
10,1,0,115000,75016,0,8,7,1,1,-1,-1,-1,-1,-1,-1,-1
10,1,0,128000,75007,0,5,6,1,1,-1,-1,-1,-1,-1,-1,-1
14,1,0,129600,75018,7,7,2,1,1,-1,-1,-1,-1,-1,-1,-1
12,1,0,130000,75015,7,4,5,1,1,-1,-1,-1,-1,-1,-1,-1
10,1,0,135000,75018,7,7,6,1,1,-1,-1,-1,1,1,-1,-1
12,1,0,137900,75020,5,4,2,1,1,-1,-1,-1,-1,-1,-1,-1
12,1,0,142000,75016,0,4,5,1,1,-1,-1,-1,-1,1,-1,-1
38,2,1,148000,75004,0,10,-1,1,1,1,-1,-1,-1,-1,-1,-1
13,1,0,159000,75015,0,10,-1,1,1,-1,-1,1,1,-1,-1,-1
14,1,0,160000,75015,6,10,3,1,1,-1,-1,1,-1,-1,-1,-1
12,1,0,165000,75016,0,4,-1,1,1,-1,-1,-1,-1,-1,-1,-1
14,1,0,165000,75018,5,10,-1,1,1,-1,-1,1,-1,-1,-1,-1
20,1,0,174000,75019,5,3,2,1,1,-1,-1,-1,1,-1,-1,-1
17,1,0,177000,75018,7,10,-1,1,1,-1,-1,-1,-1,-1,-1,-1
15,1,0,197000,75019,4,4,3,1,1,-1,-1,-1,-1,-1,1,-1
19,1,0,217400,75020,7,9,5,1,1,-1,-1,-1,-1,-1,-1,-1
20,1,0,219000,75013,4,6,1,1,1,-1,-1,-1,-1,-1,1,-1
48,2,1,378900,75019,5,6,1,1,1,-1,-1,1,1,-1,-1,-1
100,4,3,870000,75015,5,10,-1,1,1,-1,-1,1,1,-1,-1,-1
44,2,1,450000,75017,4,5,2,1,1,-1,-1,1,-1,-1,-1,-1
54,2,1,695000,75009,5,10,3,1,1,1,-1,1,-1,-1,-1,-1
158,6,3,1850000,75013,3,10,-1,1,1,1,-1,1,1,-1,-1,-1
18,1,0,220000,75020,7,8,-1,1,1,-1,-1,1,-1,-1,-1,-1
16,1,0,220000,75009,5,8,5,1,1,-1,-1,-1,-1,-1,-1,-1
19,1,0,230000,75010,6,10,2,1,1,-1,-1,1,-1,1,-1,-1
23,2,1,233795,75018,7,8,-1,1,1,-1,-1,1,-1,-1,-1,-1
24,2,1,235000,75018,0,9,2,1,1,-1,-1,1,-1,-1,-1,-1
22,1,0,237000,75017,4,10,4,1,1,-1,-1,-1,1,-1,-1,-1
28,1,0,250000,75020,7,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1
14,1,0,255000,75006,0,2,3,1,1,-1,-1,-1,-1,-1,-1,-1
27,2,1,260000,75011,5,9,-1,1,1,-1,-1,-1,-1,-1,1,-1
26,1,0,260000,75014,5,6,6,1,1,-1,-1,1,-1,-1,-1,-1
19,1,0,265000,75002,0,8,1,1,1,-1,-1,-1,-1,-1,-1,-1
12,1,0,265000,75007,5,7,3,1,1,-1,-1,-1,-1,-1,-1,-1
28,1,0,275000,75019,5,10,2,1,1,-1,-1,1,-1,-1,-1,-1
34,2,1,280000,75018,5,10,1,1,1,-1,-1,-1,-1,-1,-1,-1
22,1,0,280000,75009,6,10,2,1,1,-1,-1,-1,-1,-1,-1,-1
29,1,0,281500,75019,5,9,1,1,1,-1,-1,1,-1,-1,-1,-1
25,1,0,282000,75015,5,5,-1,1,1,-1,-1,1,1,1,-1,-1
25,2,1,288500,75018,0,5,4,1,1,-1,-1,-1,-1,-1,-1,-1
23,1,0,292600,75012,6,4,4,1,1,-1,-1,1,-1,-1,-1,-1
27,2,1,295000,75011,7,10,4,1,1,-1,-1,-1,-1,-1,-1,-1
32,1,0,297000,75018,3,10,6,1,1,-1,-1,1,-1,-1,-1,-1
31,2,1,298000,75019,6,10,1,1,1,-1,-1,1,-1,-1,-1,-1
24,1,0,300000,75004,6,10,2,1,1,-1,-1,1,-1,-1,-1,-1
29,2,1,307000,75018,6,6,1,1,1,-1,-1,1,-1,-1,-1,-1
25,2,1,308000,75014,0,9,3,1,1,-1,-1,-1,-1,-1,-1,-1
23,1,0,310000,75001,4,10,3,1,1,-1,-1,-1,-1,-1,-1,-1
28,1,0,315000,75018,5,10,1,1,1,-1,-1,1,-1,-1,-1,-1
31,2,1,315000,75012,6,8,2,1,1,-1,-1,-1,-1,-1,-1,-1
30,2,1,317000,75018,6,5,1,1,1,-1,-1,1,1,-1,-1,-1
30,2,1,320000,75017,7,7,1,1,1,-1,-1,1,1,-1,-1,-1
22,1,0,320000,75002,5,10,2,1,1,-1,-1,-1,-1,-1,-1,-1
24,1,0,320000,75005,0,6,2,1,1,-1,-1,-1,-1,-1,-1,-1
24,2,1,320000,75018,0,9,-1,1,1,-1,-1,1,-1,-1,-1,-1
24,2,1,325000,75017,4,7,6,1,1,-1,-1,1,-1,-1,-1,-1
31,2,1,327900,75020,5,5,2,1,1,-1,-1,-1,-1,-1,-1,-1
29,1,0,340000,75013,4,7,3,1,1,-1,1,-1,-1,-1,-1,-1
31,2,1,341000,75019,7,6,2,1,1,-1,-1,-1,-1,-1,-1,-1
28,1,0,343000,75015,5,7,-1,1,1,-1,-1,1,1,1,-1,-1
24,1,0,343200,75012,7,5,4,1,1,1,-1,1,-1,-1,-1,-1
34,1,0,345000,75017,0,8,4,1,1,-1,-1,-1,-1,-1,-1,-1
28,1,0,347000,75008,0,5,6,1,1,-1,-1,-1,1,1,-1,-1
30,2,1,348000,75010,6,10,3,1,1,-1,-1,1,-1,-1,-1,-1
36,2,1,349800,75019,0,6,4,1,1,-1,-1,-1,-1,-1,-1,-1
33,2,1,353600,75017,5,10,3,1,1,-1,-1,1,-1,-1,-1,-1
29,1,0,355000,75013,5,9,2,1,1,-1,-1,1,1,-1,-1,-1
27,1,0,355000,75015,5,10,1,1,1,-1,-1,-1,-1,-1,1,-1
32,2,1,360000,75017,7,10,4,1,1,-1,-1,-1,-1,-1,-1,-1
27,1,0,365000,75004,5,10,3,1,1,-1,-1,1,-1,-1,-1,-1
38,2,1,365000,75012,7,7,2,1,1,-1,-1,-1,-1,-1,-1,-1
30,1,0,369000,75019,3,6,4,1,1,-1,-1,-1,-1,-1,-1,-1
22,1,0,369000,75006,0,7,-1,1,1,-1,-1,-1,-1,-1,-1,-1
39,2,1,370000,75012,5,10,4,1,1,-1,-1,-1,1,-1,-1,-1
51,2,1,370000,75019,4,7,8,1,1,-1,-1,1,-1,-1,-1,-1
33,2,1,370000,75020,5,10,1,1,1,-1,-1,1,1,1,-1,-1
47,2,1,375000,75019,3,8,2,1,1,-1,-1,-1,-1,-1,-1,-1
28,2,1,376000,75009,7,10,5,1,1,-1,-1,-1,-1,-1,-1,-1
35,2,1,378000,75015,0,10,5,1,1,-1,-1,-1,-1,-1,-1,-1
25,1,0,380000,75004,3,10,1,1,1,-1,-1,-1,-1,-1,-1,-1
33,2,1,388000,75015,4,9,4,1,1,-1,-1,1,-1,-1,-1,-1
24,1,0,390000,75116,0,8,6,1,1,1,-1,-1,-1,-1,-1,-1
24,1,0,390000,75116,0,8,6,1,1,1,-1,-1,-1,-1,-1,-1
35,2,1,390000,75010,0,10,3,1,1,-1,-1,1,-1,-1,-1,-1
41,2,1,395000,75015,0,5,3,1,1,-1,-1,1,-1,-1,-1,-1
25,1,0,395000,75006,5,10,1,1,1,-1,-1,-1,-1,-1,-1,-1
30,1,0,395000,75017,5,5,3,1,1,-1,-1,1,-1,-1,-1,-1
37,2,1,395000,75018,5,8,-1,1,1,-1,-1,1,-1,-1,1,-1
28,1,0,395000,75006,0,7,1,1,1,-1,-1,-1,-1,-1,-1,-1
44,2,1,398000,75019,0,9,8,1,1,-1,-1,1,-1,-1,-1,-1
34,1,0,398000,75017,5,5,6,1,1,-1,-1,-1,1,1,-1,-1
41,1,0,399000,75016,5,8,-1,1,1,1,-1,1,-1,-1,-1,-1
25,1,0,399000,75016,6,10,3,1,1,1,-1,-1,1,-1,-1,-1
20,2,1,400000,75006,5,5,5,1,1,-1,-1,1,1,-1,-1,-1
40,3,2,400000,75014,0,9,4,1,1,-1,-1,1,-1,-1,-1,-1
31,1,0,400000,75016,4,7,5,1,1,-1,-1,-1,-1,-1,-1,-1
24,2,1,400000,75116,0,10,-1,1,1,-1,-1,-1,-1,-1,-1,-1
40,2,1,400000,75018,5,10,4,1,1,-1,-1,1,-1,-1,-1,-1
0,1,0,402000,75006,0,10,6,1,1,-1,-1,-1,-1,-1,-1,-1
37,1,0,410000,75016,5,6,2,1,1,-1,-1,-1,1,-1,-1,-1
50,2,1,420000,75018,5,10,1,1,1,-1,-1,1,-1,-1,-1,-1
43,2,1,420000,75015,4,9,2,1,1,-1,-1,-1,-1,-1,-1,-1
21,1,0,420000,75002,0,5,1,1,1,-1,-1,-1,-1,-1,1,-1
28,1,0,424000,75007,5,9,-1,1,1,-1,-1,-1,-1,-1,-1,-1
37,2,1,425000,75014,0,2,1,1,1,-1,-1,-1,-1,-1,-1,-1
29,2,1,425000,75001,5,10,1,1,1,-1,-1,-1,1,-1,-1,-1
37,2,1,430000,75017,6,10,1,1,1,-1,-1,1,-1,-1,-1,-1
36,2,1,435000,75015,6,10,6,1,1,-1,-1,1,-1,-1,-1,-1
41,2,1,437800,75004,7,10,-1,1,1,-1,-1,-1,-1,-1,-1,-1
44,2,1,440000,75018,0,10,5,1,1,-1,-1,1,-1,-1,-1,-1
43,2,1,440000,75017,0,10,-1,1,1,-1,-1,-1,-1,1,-1,-1
28,1,0,440000,75019,1,2,2,1,1,-1,-1,-1,1,-1,-1,-1
28,1,0,443000,75003,3,10,3,1,1,-1,-1,-1,-1,-1,-1,-1
30,2,1,449000,75005,7,10,-1,1,1,-1,-1,-1,-1,-1,1,-1
55,2,1,449000,75020,3,10,9,1,1,-1,-1,1,1,-1,-1,-1
36,1,0,449000,75003,7,8,2,1,1,-1,-1,1,-1,-1,-1,-1
39,2,1,449650,75012,7,6,6,1,1,-1,-1,1,-1,-1,-1,-1
36,2,1,450000,75015,5,7,5,1,1,-1,-1,1,1,-1,-1,-1
47,2,1,450000,75015,4,9,1,1,1,1,-1,-1,-1,-1,-1,-1
29,1,0,450000,75007,7,3,3,1,1,-1,-1,-1,-1,-1,-1,-1
47,2,1,455000,75017,7,10,2,1,1,-1,-1,-1,1,1,-1,-1
48,2,1,455000,75019,3,6,5,1,1,-1,1,-1,-1,-1,-1,-1
47,2,1,455000,75017,7,10,2,1,1,-1,-1,-1,1,1,-1,-1
48,2,1,455000,75019,3,6,5,1,1,-1,1,-1,-1,-1,-1,-1
55,2,1,459000,75019,4,7,1,1,1,1,-1,1,-1,-1,-1,-1
38,1,0,460000,75019,0,8,-1,1,1,-1,-1,-1,-1,-1,-1,-1
53,2,1,460000,75020,4,5,1,1,1,-1,-1,1,1,1,-1,-1
32,2,1,460000,75008,5,9,5,1,1,-1,-1,-1,-1,-1,-1,-1
41,2,1,462000,75015,0,9,2,1,1,-1,-1,-1,1,-1,-1,-1
61,3,1,465000,75017,0,8,9,1,1,1,1,-1,-1,-1,-1,-1
35,2,1,465000,75011,5,10,2,1,1,-1,-1,-1,-1,-1,-1,-1
67,4,3,465000,75020,3,10,3,1,1,1,1,-1,-1,-1,-1,-1
38,2,1,465000,75015,3,9,2,1,1,1,-1,1,-1,-1,-1,-1
50,2,1,469000,75018,4,10,5,1,1,1,-1,-1,-1,-1,1,-1
51,3,2,470000,75020,0,10,1,1,1,-1,-1,1,-1,-1,-1,-1
41,2,1,470000,75009,5,7,1,1,1,-1,-1,1,1,-1,-1,-1
46,2,1,471000,75018,4,10,5,1,1,-1,-1,1,-1,-1,-1,-1
44,2,1,475000,75013,5,10,6,1,1,1,1,-1,-1,-1,-1,-1
54,3,2,475000,75019,3,10,2,1,1,-1,-1,1,-1,-1,-1,-1
42,2,1,475000,75004,0,10,6,1,1,-1,-1,-1,-1,-1,-1,-1
24,1,0,475000,75006,5,10,5,1,1,-1,-1,-1,1,-1,-1,-1
46,2,1,475000,75017,0,9,6,1,1,-1,-1,-1,1,1,-1,-1
46,2,1,475000,75017,0,9,6,1,1,-1,-1,-1,1,1,-1,-1
36,1,0,492000,75116,4,9,4,1,1,-1,-1,1,-1,-1,-1,-1
59,3,2,495000,75020,3,9,1,1,1,-1,-1,-1,-1,-1,-1,-1
35,1,0,495000,75003,0,7,3,1,1,-1,-1,-1,-1,-1,-1,-1
36,2,1,495000,75019,1,2,1,1,1,-1,-1,-1,1,-1,-1,-1
41,2,1,495500,75009,6,10,1,1,1,-1,-1,1,-1,-1,-1,-1
35,2,1,499000,75002,6,10,1,1,1,1,-1,-1,-1,-1,-1,-1
42,2,1,499000,75012,4,8,3,1,1,-1,-1,1,-1,-1,-1,-1
60,3,2,499500,75012,4,8,-1,1,1,-1,-1,1,-1,-1,-1,-1
41,3,1,499900,75017,6,7,4,1,1,-1,-1,1,-1,-1,-1,-1
44,2,1,500000,75010,0,4,4,1,1,-1,-1,-1,-1,-1,-1,-1
82,4,3,500000,75019,4,10,3,1,1,1,-1,1,-1,-1,-1,-1
54,3,2,506000,75020,5,10,-1,1,1,-1,-1,1,1,1,-1,-1
62,3,2,509000,75018,0,10,-1,1,1,1,1,-1,-1,-1,1,-1
65,3,2,510000,75018,5,7,-1,1,1,-1,-1,-1,-1,-1,-1,-1
50,3,2,515000,75014,4,9,3,1,1,-1,-1,1,-1,-1,-1,-1
40,2,1,516000,75010,5,10,3,1,1,-1,-1,1,-1,-1,-1,-1
68,3,2,518000,75018,5,10,1,1,1,-1,-1,1,-1,-1,-1,-1
37,1,0,519000,75008,4,8,8,1,1,-1,-1,-1,1,-1,-1,-1
48,2,1,519000,75012,3,7,4,1,1,-1,-1,1,1,-1,-1,-1
48,2,1,520000,75010,5,9,1,1,1,1,-1,-1,-1,-1,1,-1
57,3,2,524000,75011,0,8,6,1,1,-1,-1,-1,1,-1,-1,-1
56,3,2,528000,75020,5,10,2,1,1,-1,-1,1,-1,-1,-1,-1
57,3,2,529990,75020,4,7,4,1,1,-1,-1,1,-1,-1,-1,-1
41,1,0,530000,75016,6,4,4,1,1,-1,-1,-1,1,1,-1,-1
55,2,1,531000,75015,4,10,1,1,1,-1,-1,1,-1,-1,-1,-1
55,2,1,531000,75015,4,10,1,1,1,-1,-1,1,-1,-1,-1,-1
51,2,1,535000,75019,4,6,1,1,1,-1,-1,-1,1,-1,-1,-1
55,3,2,535000,75012,5,10,2,1,1,1,-1,1,-1,-1,-1,-1
32,1,0,535000,75018,4,10,1,1,1,-1,-1,-1,1,-1,-1,-1
32,2,1,537000,75006,0,6,5,1,1,-1,-1,-1,-1,-1,-1,-1
47,3,1,540000,75016,7,10,5,1,1,-1,-1,1,-1,-1,-1,-1
49,2,1,540000,75012,4,4,2,1,1,-1,-1,1,-1,-1,-1,-1
50,3,2,545000,75012,7,5,5,1,1,-1,-1,1,-1,-1,-1,-1
52,2,1,547000,75012,4,9,8,1,1,1,1,-1,-1,-1,-1,-1
58,3,2,549000,75018,4,8,1,1,1,-1,-1,1,-1,-1,-1,-1
55,3,2,550000,75019,3,10,3,1,1,-1,-1,1,-1,-1,-1,-1
69,3,2,550000,75019,0,5,4,1,1,-1,1,1,-1,-1,-1,-1
58,3,2,558500,75018,5,6,4,1,1,-1,-1,1,-1,-1,-1,-1
64,3,2,560000,75015,0,6,2,1,1,-1,-1,-1,-1,-1,-1,-1
33,1,0,560000,75007,4,10,4,1,1,-1,-1,1,1,-1,-1,-1
48,3,2,563000,75014,5,10,3,1,1,-1,-1,-1,-1,1,-1,-1
44,2,1,565000,75017,0,10,1,1,1,-1,-1,1,-1,-1,-1,-1
47,3,2,565000,75012,5,10,2,1,1,-1,-1,1,-1,-1,-1,-1
49,3,1,567000,75018,6,6,5,1,1,-1,-1,1,1,-1,1,-1
53,3,2,567057,75012,0,9,1,1,1,-1,1,-1,-1,-1,-1,-1
34,2,1,570000,75004,0,7,2,1,1,-1,-1,-1,-1,-1,1,-1
67,3,2,570000,75012,5,10,2,1,1,1,-1,-1,-1,-1,-1,-1
47,2,1,571000,75015,4,8,1,1,1,1,-1,1,-1,-1,-1,-1
50,2,1,572000,75015,3,9,6,1,1,-1,-1,-1,-1,-1,-1,-1
30,1,0,575000,75006,7,10,3,1,1,-1,-1,-1,1,-1,-1,-1
57,3,2,575000,75019,5,10,2,1,1,1,-1,1,-1,-1,-1,-1
57,3,2,577000,75015,7,9,2,1,1,-1,-1,1,1,-1,-1,-1
37,2,1,577500,75018,0,9,1,1,1,1,-1,-1,-1,-1,-1,-1
58,2,1,580000,75016,4,10,2,1,1,1,-1,-1,-1,-1,-1,-1
53,2,1,580000,75018,0,3,2,1,1,-1,-1,-1,1,-1,-1,-1
53,2,1,580000,75010,0,10,1,1,1,-1,-1,-1,1,-1,-1,-1
39,2,1,580000,75004,0,10,-1,1,1,-1,-1,-1,-1,-1,-1,-1
42,2,1,584000,75017,0,10,1,1,1,-1,-1,1,-1,-1,-1,-1
60,3,2,585000,75017,0,10,-1,1,1,-1,-1,1,-1,-1,-1,-1
